nobel year,firstname,lastname,category,gender,motivation,birth_country,birth_country_code,death_date,death_country,death_country_code,organization_name,organization_country,age,birth_year,alpha-3
1945,Ernst B.,Chain,medicine,male,"""for the discovery of penicillin and its curative effect in various infectious diseases""",Germany,DE,12/8/1979,Ireland,IE,University of Oxford,United Kingdom,39,1906,DEU
1945,Sir Howard,Florey,medicine,male,"""for the discovery of penicillin and its curative effect in various infectious diseases""",Australia,AU,21-02-1968,United Kingdom,GB,University of Oxford,United Kingdom,47,1898,AUS
1946,John R.,Mott,peace,male,"""for his contribution to the creation of a peace-promoting religious brotherhood across national boundaries""",USA,US,31-01-1955,USA,US,,,81,1865,USA
1946,Percy W.,Bridgman,physics,male,"""for the invention of an apparatus to produce extremely high pressures and for the discoveries he made therewith in the field of high pressure physics""",USA,US,20-08-1961,USA,US,Harvard University,USA,64,1882,USA
1946,James B.,Sumner,chemistry,male,"""for his discovery that enzymes can be crystallized""",USA,US,12/8/1955,USA,US,Cornell University,USA,59,1887,USA
1946,John H.,Northrop,chemistry,male,"""for their preparation of enzymes and virus proteins in a pure form""",USA,US,27-05-1987,USA,US,Rockefeller Institute for Medical Research,USA,55,1891,USA
1946,Wendell M.,Stanley,chemistry,male,"""for their preparation of enzymes and virus proteins in a pure form""",USA,US,15-06-1971,Spain,ES,Rockefeller Institute for Medical Research,USA,42,1904,USA
1946,Hermann J.,Muller,medicine,male,"""for the discovery of the production of mutations by means of X-ray irradiation""",USA,US,5/4/1967,USA,US,Indiana University,USA,56,1890,USA
1946,Emily Greene,Balch,peace,female,"""for her lifelong work for the cause of peace""",USA,US,9/1/1961,USA,US,,,79,1867,USA
1946,Hermann,Hesse,literature,male,"""for his inspired writings which while growing in boldness and penetration exemplify the classical humanitarian ideals and high qualities of style""",Germany,DE,9/8/1962,Switzerland,CH,,,69,1877,DEU
1947,Gerty,Cori,medicine,female,"""for their discovery of the course of the catalytic conversion of glycogen""",Republic,CZ,26-10-1957,USA,US,Washington University,USA,51,1896,CZE
1947,Bernardo,Houssay,medicine,male,"""for his discovery of the part played by the hormone of the anterior pituitary lobe in the metabolism of sugar""",Argentina,AR,21-09-1971,Argentina,AR,Instituto de Biologia y Medicina Experimental (Institute for Biology and Experimental Medicine),Argentina,60,1887,ARG
1947,Edward V.,Appleton,physics,male,"""for his investigations of the physics of the upper atmosphere especially for the discovery of the so-called Appleton layer""",United Kingdom,GB,21-04-1965,Scotland,GB,Department of Scientific and Industrial Research,United Kingdom,55,1892,GBR
1947,André,Gide,literature,male,"""for his comprehensive and artistically significant writings in which human problems and conditions have been presented with a fearless love of truth and keen psychological insight""",France,FR,19-02-1951,France,FR,,,78,1869,FRA
1947,Sir Robert,Robinson,chemistry,male,"""for his investigations on plant products of biological importance especially the alkaloids""",United Kingdom,GB,8/2/1975,United Kingdom,GB,University of Oxford,United Kingdom,61,1886,GBR
1947,Friends Service Council,,peace,org,"""for their pioneering work in the international peace movement and compassionate effort to relieve human suffering thereby promoting the fraternity between nations""",,,0000-00-00,,,,,300,1647,NAM
1947,American Friends Service Committee,,peace,org,"""for their pioneering work in the international peace movement and compassionate effort to relieve human suffering thereby promoting the fraternity between nations""",,,0000-00-00,,,,,30,1917,NAM
1947,Carl,Cori,medicine,male,"""for their discovery of the course of the catalytic conversion of glycogen""",Republic,CZ,20-10-1984,USA,US,Washington University,USA,51,1896,CZE
1948,Paul,Müller,medicine,male,"""for his discovery of the high efficiency of DDT as a contact poison against several arthropods""",Switzerland,CH,12/10/1965,Switzerland,CH,Laboratorium der Farben-Fabriken J.R. Geigy A.G. (Laboratory of the J.R. Geigy Dye-Factory Co.),Switzerland,49,1899,CHE
1948,T.S.,Eliot,literature,male,"""for his outstanding pioneer contribution to present-day poetry""",USA,US,4/1/1965,United Kingdom,GB,,,60,1888,USA
1948,Arne,Tiselius,chemistry,male,"""for his research on electrophoresis and adsorption analysis especially for his discoveries concerning the complex nature of the serum proteins""",Sweden,SE,29-10-1971,Sweden,SE,Uppsala University,Sweden,46,1902,SWE
1948,Patrick M.S.,Blackett,physics,male,"""for his development of the Wilson cloud chamber method and his discoveries therewith in the fields of nuclear physics and cosmic radiation""",United Kingdom,GB,13-07-1974,United Kingdom,GB,Victoria University,United Kingdom,51,1897,GBR
1949,Egas,Moniz,medicine,male,"""for his discovery of the therapeutic value of leucotomy in certain psychoses""",Portugal,PT,13-12-1955,Portugal,PT,University of Lisbon,Portugal,75,1874,PRT
1949,William F.,Giauque,chemistry,male,"""for his contributions in the field of chemical thermodynamics particularly concerning the behaviour of substances at extremely low temperatures""",Canada,CA,28-03-1982,USA,US,University of California,USA,54,1895,CAN
1949,Walter,Hess,medicine,male,"""for his discovery of the functional organization of the interbrain as a coordinator of the activities of the internal organs""",Switzerland,CH,12/8/1973,Switzerland,CH,University of Zurich,Switzerland,68,1881,CHE
1949,William,Faulkner,literature,male,"""for his powerful and artistically unique contribution to the modern American novel""",USA,US,6/7/1962,USA,US,,,52,1897,USA
1949,John,Boyd Orr,peace,male,"""for his lifelong effort to conquer hunger and want thereby helping to remove a major cause of military conflict and war""",Scotland,GB,25-06-1971,Scotland,GB,,,69,1880,GBR
1949,Hideki,Yukawa,physics,male,"""for his prediction of the existence of mesons on the basis of theoretical work on nuclear forces""",Japan,JP,8/9/1981,Japan,JP,Columbia University,USA,42,1907,JPN
1950,Bertrand,Russell,literature,male,"""in recognition of his varied and significant writings in which he champions humanitarian ideals and freedom of thought""",United Kingdom,GB,2/2/1970,United Kingdom,GB,,,78,1872,GBR
1950,Ralph,Bunche,peace,male,"""for his work as mediator in Palestine in 1948-1949""",USA,US,9/12/1971,USA,US,Harvard University,USA,46,1904,USA
1950,Philip S.,Hench,medicine,male,"""for their discoveries relating to the hormones of the adrenal cortex their structure and biological effects""",USA,US,30-03-1965,Jamaica,JM,Mayo Clinic,USA,54,1896,USA
1950,Tadeus,Reichstein,medicine,male,"""for their discoveries relating to the hormones of the adrenal cortex their structure and biological effects""",Poland,PL,1/8/1996,Switzerland,CH,Basel University,Switzerland,53,1897,POL
1950,Edward C.,Kendall,medicine,male,"""for their discoveries relating to the hormones of the adrenal cortex their structure and biological effects""",USA,US,4/5/1972,USA,US,Mayo Clinic,USA,64,1886,USA
1950,Kurt,Alder,chemistry,male,"""for their discovery and development of the diene synthesis""",Poland,PL,20-06-1958,West Germany (now Germany),DE,Cologne University,Germany,48,1902,POL
1950,Cecil,Powell,physics,male,"""for his development of the photographic method of studying nuclear processes and his discoveries regarding mesons made with this method""",United Kingdom,GB,9/8/1969,Italy,IT,Bristol University,United Kingdom,47,1903,GBR
1950,Otto,Diels,chemistry,male,"""for their discovery and development of the diene synthesis""",Germany,DE,7/3/1954,West Germany (now Germany),DE,Kiel University,Germany,74,1876,DEU
1951,Léon,Jouhaux,peace,male,"""for having devoted his life to the fight against war through the promotion of social justice and brotherhood among men and nations""",France,FR,28-04-1954,France,FR,,,72,1879,FRA
1951,Pär,Lagerkvist,literature,male,"""for the artistic vigour and true independence of mind with which he endeavours in his poetry to find answers to the eternal questions confronting mankind""",Sweden,SE,11/7/1974,Sweden,SE,,,60,1891,SWE
1951,Ernest T.S.,Walton,physics,male,"""for their pioneer work on the transmutation of atomic nuclei by artificially accelerated atomic particles""",Ireland,IE,25-06-1995,Northern Ireland,GB,Trinity College,Ireland,48,1903,IRL
1951,John,Cockcroft,physics,male,"""for their pioneer work on the transmutation of atomic nuclei by artificially accelerated atomic particles""",United Kingdom,GB,18-09-1967,United Kingdom,GB,Atomic Energy Research Establishment,United Kingdom,54,1897,GBR
1951,Edwin M.,McMillan,chemistry,male,"""for their discoveries in the chemistry of the transuranium elements""",USA,US,7/9/1991,USA,US,University of California,USA,44,1907,USA
1951,Max,Theiler,medicine,male,"""for his discoveries concerning yellow fever and how to combat it""",South Africa,ZA,11/8/1972,USA,US,Laboratories of the Division of Medicine and Public Health Rockefeller Foundation,USA,52,1899,ZAF
1951,Glenn T.,Seaborg,chemistry,male,"""for their discoveries in the chemistry of the transuranium elements""",USA,US,25-02-1999,USA,US,University of California,USA,39,1912,USA
1952,Felix,Bloch,physics,male,"""for their development of new methods for nuclear magnetic precision measurements and discoveries in connection therewith""",Switzerland,CH,10/9/1983,Switzerland,CH,Stanford University,USA,47,1905,CHE
1952,Richard L.M.,Synge,chemistry,male,"""for their invention of partition chromatography""",United Kingdom,GB,18-08-1994,United Kingdom,GB,Rowett Research Institute,United Kingdom,38,1914,GBR
1952,Albert,Schweitzer,peace,male,"""for his altruism reverence for life and tireless humanitarian work which has helped making the idea of brotherhood between men and nations a living one""",France,FR,4/9/1965,Gabon,GA,,,77,1875,FRA
1952,Selman A.,Waksman,medicine,male,"""for his discovery of streptomycin the first antibiotic effective against tuberculosis""",Ukraine,UA,16-08-1973,USA,US,Rutgers University,USA,64,1888,UKR
1952,Archer J.P.,Martin,chemistry,male,"""for their invention of partition chromatography""",United Kingdom,GB,28-07-2002,United Kingdom,GB,National Institute for Medical Research,United Kingdom,42,1910,GBR
1952,E. M.,Purcell,physics,male,"""for their development of new methods for nuclear magnetic precision measurements and discoveries in connection therewith""",USA,US,7/3/1997,USA,US,Harvard University,USA,40,1912,USA
1952,François,Mauriac,literature,male,"""for the deep spiritual insight and the artistic intensity with which he has in his novels penetrated the drama of human life""",France,FR,1/9/1970,France,FR,,,67,1885,FRA
1953,George C.,Marshall,peace,male,"""for proposing and supervising the plan for the economic recovery of Europe""",USA,US,16-10-1959,USA,US,,,73,1880,USA
1953,Hans,Krebs,medicine,male,"""for his discovery of the citric acid cycle""",Germany,DE,22-11-1981,United Kingdom,GB,Sheffield University,United Kingdom,53,1900,DEU
1953,Fritz,Lipmann,medicine,male,"""for his discovery of co-enzyme A and its importance for intermediary metabolism""",Russia,RU,24-07-1986,USA,US,Harvard Medical School,USA,54,1899,RUS
1953,Frits,Zernike,physics,male,"""for his demonstration of the phase contrast method especially for his invention of the phase contrast microscope""",the Netherlands,NL,10/3/1966,the Netherlands,NL,Groningen University,the Netherlands,65,1888,NLD
1953,Hermann,Staudinger,chemistry,male,"""for his discoveries in the field of macromolecular chemistry""",Germany,DE,8/9/1965,West Germany (now Germany),DE,University of Freiburg,Germany,72,1881,DEU
1953,Winston,Churchill,literature,male,"""for his mastery of historical and biographical description as well as for brilliant oratory in defending exalted human values""",United Kingdom,GB,24-01-1965,United Kingdom,GB,,,79,1874,GBR
1954,John F.,Enders,medicine,male,"""for their discovery of the ability of poliomyelitis viruses to grow in cultures of various types of tissue""",USA,US,8/9/1985,USA,US,Harvard Medical School,USA,57,1897,USA
1954,Thomas H.,Weller,medicine,male,"""for their discovery of the ability of poliomyelitis viruses to grow in cultures of various types of tissue""",USA,US,23-08-2008,USA,US,Research Division of Infectious Diseases Children's Medical Center,USA,39,1915,USA
1954,Frederick C.,Robbins,medicine,male,"""for their discovery of the ability of poliomyelitis viruses to grow in cultures of various types of tissue""",USA,US,4/8/2003,USA,US,Western Reserve University,USA,38,1916,USA
1954,Linus,Pauling,chemistry,male,"""for his research into the nature of the chemical bond and its application to the elucidation of the structure of complex substances""",USA,US,19-08-1994,USA,US,California Institute of Technology (Caltech),USA,53,1901,USA
1954,Max,Born,physics,male,"""for his fundamental research in quantum mechanics especially for his statistical interpretation of the wavefunction""",Poland,PL,5/1/1970,West Germany (now Germany),DE,Edinburgh University,United Kingdom,72,1882,POL
1954,Walther,Bothe,physics,male,"""for the coincidence method and his discoveries made therewith""",Germany,DE,8/2/1957,West Germany (now Germany),DE,University of Heidelberg,Germany,63,1891,DEU
1954,Ernest,Hemingway,literature,male,"""for his mastery of the art of narrative most recently demonstrated in <I>The Old Man and the Sea</I> and for the influence that he has exerted on contemporary style""",USA,US,2/7/1961,USA,US,,,55,1899,USA
1954,Office of the United Nations High Commissioner for Refugees,,peace,org,"""for its efforts to heal the wounds of war by providing help and protection to refugees all over the world""",,,0000-00-00,,,,,4,1950,NAM
1955,Halldór,Laxness,literature,male,"""for his vivid epic power which has renewed the great narrative art of Iceland""",Iceland,IS,8/2/1998,Iceland,IS,,,53,1902,ISL
1955,Polykarp,Kusch,physics,male,"""for his precision determination of the magnetic moment of the electron""",Germany,DE,20-03-1993,USA,US,Columbia University,USA,44,1911,DEU
1955,Willis E.,Lamb,physics,male,"""for his discoveries concerning the fine structure of the hydrogen spectrum""",USA,US,15-05-2008,USA,US,Stanford University,USA,42,1913,USA
1955,Hugo,Theorell,medicine,male,"""for his discoveries concerning the nature and mode of action of oxidation enzymes""",Sweden,SE,15-08-1982,Sweden,SE,Karolinska Institutet Nobel Medical Institute,Sweden,52,1903,SWE
1955,Vincent,du Vigneaud,chemistry,male,"""for his work on biochemically important sulphur compounds especially for the first synthesis of a polypeptide hormone""",USA,US,11/12/1978,USA,US,Cornell University,USA,54,1901,USA
1956,Werner,Forssmann,medicine,male,"""for their discoveries concerning heart catheterization and pathological changes in the circulatory system""",Germany,DE,1/6/1979,West Germany (now Germany),DE,Mainz University,Germany,52,1904,DEU
1956,André F.,Cournand,medicine,male,"""for their discoveries concerning heart catheterization and pathological changes in the circulatory system""",France,FR,19-02-1988,USA,US,Columbia University Division Cardio-Pulmonary Laboratory Bellevue Hospital,USA,61,1895,FRA
1956,Walter H.,Brattain,physics,male,"""for their researches on semiconductors and their discovery of the transistor effect""",China,CN,13-10-1987,USA,US,Bell Telephone Laboratories,USA,54,1902,CHN
1956,Nikolay,Semenov,chemistry,male,"""for their researches into the mechanism of chemical reactions""",Russia,RU,25-09-1986,USSR (now Russia),RU,Institute for Chemical Physics of the Academy of Sciences of the USSR,USSR (now Russia),60,1896,RUS
1956,Sir Cyril,Hinshelwood,chemistry,male,"""for their researches into the mechanism of chemical reactions""",United Kingdom,GB,9/10/1967,United Kingdom,GB,University of Oxford,United Kingdom,59,1897,GBR
1956,John,Bardeen,physics,male,"""for their researches on semiconductors and their discovery of the transistor effect""",USA,US,30-01-1991,USA,US,University of Illinois,USA,48,1908,USA
1956,William B.,Shockley,physics,male,"""for their researches on semiconductors and their discovery of the transistor effect""",United Kingdom,GB,12/8/1989,USA,US,Semiconductor Laboratory of Beckman Instruments Inc.,USA,46,1910,GBR
1956,Dickinson W.,Richards,medicine,male,"""for their discoveries concerning heart catheterization and pathological changes in the circulatory system""",USA,US,23-02-1973,USA,US,Columbia University,USA,61,1895,USA
1956,Juan Ramón,Jiménez,literature,male,"""for his lyrical poetry which in Spanish language constitutes an example of high spirit and artistical purity""",Spain,ES,29-05-1958,Puerto Rico,PR,,,75,1881,ESP
1957,Chen Ning,Yang,physics,male,"""for their penetrating investigation of the so-called parity laws which has led to important discoveries regarding the elementary particles""",China,CN,0000-00-00,,,Institute for Advanced Study,USA,35,1922,CHN
1957,Lester Bowles,Pearson,peace,male,"""for his crucial contribution to the deployment of a United Nations Emergency Force in the wake of the Suez Crisis""",Canada,CA,27-12-1972,Canada,CA,,,60,1897,CAN
1957,Lord,Todd,chemistry,male,"""for his work on nucleotides and nucleotide co-enzymes""",Scotland,GB,10/1/1997,United Kingdom,GB,University of Cambridge,United Kingdom,50,1907,GBR
1957,Tsung-Dao,Lee,physics,male,"""for their penetrating investigation of the so-called parity laws which has led to important discoveries regarding the elementary particles""",China,CN,0000-00-00,,,Columbia University,USA,31,1926,CHN
1957,Albert,Camus,literature,male,"""for his important literary production which with clear-sighted earnestness illuminates the problems of the human conscience in our times""",Algeria,DZ,4/1/1960,France,FR,,,44,1913,DZA
1957,Daniel,Bovet,medicine,male,"""for his discoveries relating to synthetic compounds that inhibit the action of certain body substances and especially their action on the vascular system and the skeletal muscles""",Switzerland,CH,8/4/1992,Italy,IT,Istituto Superiore di Sanità (Chief Institute of Public Health),Italy,50,1907,CHE
1958,Frederick,Sanger,chemistry,male,"""for his work on the structure of proteins especially that of insulin""",United Kingdom,GB,19-11-2013,United Kingdom,GB,University of Cambridge,United Kingdom,40,1918,GBR
1958,Georges,Pire,peace,male,"""for his efforts to help refugees to leave their camps and return to a life of freedom and dignity""",Belgium,BE,30-01-1969,Belgium,BE,,,48,1910,BEL
1958,Edward,Tatum,medicine,male,"""for their discovery that genes act by regulating definite chemical events""",USA,US,5/11/1975,USA,US,Rockefeller Institute for Medical Research,USA,49,1909,USA
1958,Joshua,Lederberg,medicine,male,"""for his discoveries concerning genetic recombination and the organization of the genetic material of bacteria""",USA,US,2/2/2008,USA,US,University of Wisconsin,USA,33,1925,USA
1958,Boris,Pasternak,literature,male,"""for his important achievement both in contemporary lyrical poetry and in the field of the great Russian epic tradition""",Russia,RU,30-05-1960,Russia,RU,,,68,1890,RUS
1958,Il´ja M.,Frank,physics,male,"""for the discovery and the interpretation of the Cherenkov effect""",Russia,RU,22-06-1990,USSR (now Russia),RU,Lomonosov Moscow State University,USSR (now Russia),50,1908,RUS
1958,Igor Y.,Tamm,physics,male,"""for the discovery and the interpretation of the Cherenkov effect""",Russia,RU,12/4/1971,USSR (now Russia),RU,Lomonosov Moscow State University,USSR (now Russia),63,1895,RUS
1958,Pavel A.,Cherenkov,physics,male,"""for the discovery and the interpretation of the Cherenkov effect""",Russia,RU,6/1/1990,USSR (now Russia),RU,P.N. Lebedev Physical Institute,USSR (now Russia),54,1904,RUS
1958,George,Beadle,medicine,male,"""for their discovery that genes act by regulating definite chemical events""",USA,US,9/6/1989,USA,US,California Institute of Technology (Caltech),USA,55,1903,USA
1959,Arthur,Kornberg,medicine,male,"""for their discovery of the mechanisms in the biological synthesis of ribonucleic acid and deoxyribonucleic acid""",USA,US,26-10-2007,USA,US,Stanford University,USA,41,1918,USA
1959,Jaroslav,Heyrovsky,chemistry,male,"""for his discovery and development of the polarographic methods of analysis""",Republic,CZ,27-03-1967,Czechoslovakia (now Czech Republic),CZ,Polarographic Institute of the Czechoslovak Academy of Science,Czechoslovakia (now Czech Republic),69,1890,CZE
1959,Owen,Chamberlain,physics,male,"""for their discovery of the antiproton""",USA,US,28-02-2006,USA,US,University of California,USA,39,1920,USA
1959,Emilio,Segrè,physics,male,"""for their discovery of the antiproton""",Italy,IT,22-04-1989,USA,US,University of California,USA,54,1905,ITA
1959,Severo,Ochoa,medicine,male,"""for their discovery of the mechanisms in the biological synthesis of ribonucleic acid and deoxyribonucleic acid""",Spain,ES,1/11/1993,Spain,ES,New York University College of Medicine,USA,54,1905,ESP
1959,Philip,Noel-Baker,peace,male,"""for his longstanding contribution to the cause of disarmament and peace""",United Kingdom,GB,8/10/1982,United Kingdom,GB,,,70,1889,GBR
1959,Salvatore,Quasimodo,literature,male,"""for his lyrical poetry which with classical fire expresses the tragic experience of life in our own times""",Italy,IT,14-06-1968,Italy,IT,,,58,1901,ITA
1960,Peter,Medawar,medicine,male,"""for discovery of acquired immunological tolerance""",Brazil,BR,2/10/1987,United Kingdom,GB,University College,United Kingdom,45,1915,BRA
1960,Donald A.,Glaser,physics,male,"""for the invention of the bubble chamber""",USA,US,28-02-2013,USA,US,University of California,USA,34,1926,USA
1960,Sir Frank Macfarlane,Burnet,medicine,male,"""for discovery of acquired immunological tolerance""",Australia,AU,31-08-1985,Australia,AU,Walter and Eliza Hall Institute for Medical Research,Australia,61,1899,AUS
1960,Saint-John,Perse,literature,male,"""for the soaring flight and the evocative imagery of his poetry which in a visionary fashion reflects the conditions of our time""",Guadeloupe Island,GP,20-09-1975,France,FR,,,73,1887,GLP
1960,Albert,Lutuli,peace,male,"""for his non-violent struggle against apartheid""",Zimbabwe,ZW,21-07-1967,South Africa,ZA,,,62,1898,ZWE
1960,Willard F.,Libby,chemistry,male,"""for his method to use carbon-14 for age determination in archaeology geology geophysics and other branches of science""",USA,US,8/9/1980,USA,US,University of California,USA,52,1908,USA
1961,Rudolf,Mössbauer,physics,male,"""for his researches concerning the resonance absorption of gamma radiation and his discovery in this connection of the effect which bears his name""",Germany,DE,14-09-2011,,,Technical University,Germany,32,1929,DEU
1961,Dag,Hammarskjöld,peace,male,"""for developing the UN into an effective and constructive international organization capable of giving life to the principles and aims expressed in the UN Charter""",Sweden,SE,18-09-1961,Northern Rhodesia (now Zambia),ZM,,,56,1905,SWE
1961,Georg,von Békésy,medicine,male,"""for his discoveries of the physical mechanism of stimulation within the cochlea""",Hungary,HU,13-06-1972,USA,US,Harvard University,USA,62,1899,HUN
1961,Ivo,Andric,literature,male,"""for the epic force with which he has traced themes and depicted human destinies drawn from the history of his country""",Herzegovina,BA,13-03-1975,Yugoslavia (now Serbia),RS,,,69,1892,BIH
1961,Melvin,Calvin,chemistry,male,"""for his research on the carbon dioxide assimilation in plants""",USA,US,8/1/1997,USA,US,University of California,USA,50,1911,USA
1961,Robert,Hofstadter,physics,male,"""for his pioneering studies of electron scattering in atomic nuclei and for his thereby achieved discoveries concerning the structure of the nucleons""",USA,US,17-11-1990,USA,US,Stanford University,USA,46,1915,USA
1962,Maurice,Wilkins,medicine,male,"""for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material""",New Zealand,NZ,5/10/2004,United Kingdom,GB,London University,United Kingdom,46,1916,NZL
1962,James,Watson,medicine,male,"""for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material""",USA,US,0000-00-00,,,Harvard University,USA,34,1928,USA
1962,Francis,Crick,medicine,male,"""for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material""",United Kingdom,GB,28-07-2004,USA,US,MRC Laboratory of Molecular Biology,United Kingdom,46,1916,GBR
1962,Linus,Pauling,peace,male,"""for his fight against the nuclear arms race between East and West""",USA,US,19-08-1994,USA,US,California Institute of Technology (Caltech),USA,61,1901,USA
1962,John C.,Kendrew,chemistry,male,"""for their studies of the structures of globular proteins""",United Kingdom,GB,23-08-1997,United Kingdom,GB,MRC Laboratory of Molecular Biology,United Kingdom,45,1917,GBR
1962,Max F.,Perutz,chemistry,male,"""for their studies of the structures of globular proteins""",Austria,AT,6/2/2002,United Kingdom,GB,MRC Laboratory of Molecular Biology,United Kingdom,48,1914,AUT
1962,Lev,Landau,physics,male,"""for his pioneering theories for condensed matter especially liquid helium""",Azerbaijan,AZ,1/4/1968,USSR (now Russia),RU,Academy of Sciences,USSR (now Russia),54,1908,AZE
1962,John,Steinbeck,literature,male,"""for his realistic and imaginative writings combining as they do sympathetic humour and keen social perception""",USA,US,20-12-1968,USA,US,,,60,1902,USA
1963,Andrew,Huxley,medicine,male,"""for their discoveries concerning the ionic mechanisms involved in excitation and inhibition in the peripheral and central portions of the nerve cell membrane""",United Kingdom,GB,30-05-2012,United Kingdom,GB,University College,United Kingdom,46,1917,GBR
1963,Alan,Hodgkin,medicine,male,"""for their discoveries concerning the ionic mechanisms involved in excitation and inhibition in the peripheral and central portions of the nerve cell membrane""",United Kingdom,GB,20-12-1998,United Kingdom,GB,University of Cambridge,United Kingdom,49,1914,GBR
1963,Sir John,Eccles,medicine,male,"""for their discoveries concerning the ionic mechanisms involved in excitation and inhibition in the peripheral and central portions of the nerve cell membrane""",Australia,AU,2/5/1997,Switzerland,CH,Australian National University,Australia,60,1903,AUS
1963,J. Hans D.,Jensen,physics,male,"""for their discoveries concerning nuclear shell structure""",Germany,DE,11/2/1973,West Germany (now Germany),DE,University of Heidelberg,Germany,56,1907,DEU
1963,Eugene,Wigner,physics,male,"""for his contributions to the theory of the atomic nucleus and the elementary particles particularly through the discovery and application of fundamental symmetry principles""",Hungary,HU,1/1/1995,USA,US,Princeton University,USA,61,1902,HUN
1963,International Committee of the Red Cross,,peace,org,"""for promoting the principles of the Geneva Convention and cooperation with the UN""",,,0000-00-00,,,,,100,1863,NAM
1963,League of Red Cross Societies,,peace,org,"""for promoting the principles of the Geneva Convention and cooperation with the UN""",,,0000-00-00,,,,,44,1919,NAM
1963,Giorgos,Seferis,literature,male,"""for his eminent lyrical writing inspired by a deep feeling for the Hellenic world of culture""",Turkey,TR,20-09-1971,Greece,GR,,,63,1900,TUR
1963,Maria,Goeppert Mayer,physics,female,"""for their discoveries concerning nuclear shell structure""",Poland,PL,20-02-1972,USA,US,University of California,USA,57,1906,POL
1963,Karl,Ziegler,chemistry,male,"""for their discoveries in the field of the chemistry and technology of high polymers""",Germany,DE,12/8/1973,West Germany (now Germany),DE,Max-Planck-Institut für Kohlenforschung,Germany,65,1898,DEU
1963,Giulio,Natta,chemistry,male,"""for their discoveries in the field of the chemistry and technology of high polymers""",Italy,IT,2/5/1979,Italy,IT,Institute of Technology,Italy,60,1903,ITA
1964,Nicolay G.,Basov,physics,male,"""for fundamental work in the field of quantum electronics which has led to the construction of oscillators and amplifiers based on the maser-laser principle""",Russia,RU,1/7/2001,Russia,RU,P.N. Lebedev Physical Institute,USSR (now Russia),42,1922,RUS
1964,Jean-Paul,Sartre,literature,male,"""for his work which rich in ideas and filled with the spirit of freedom and the quest for truth has exerted a far-reaching influence on our age""",France,FR,15-04-1980,France,FR,,,59,1905,FRA
1964,Martin Luther,King Jr.,peace,male,"""for his non-violent struggle for civil rights for the Afro-American population""",USA,US,4/4/1968,USA,US,,,35,1929,USA
1964,Aleksandr M.,Prokhorov,physics,male,"""for fundamental work in the field of quantum electronics which has led to the construction of oscillators and amplifiers based on the maser-laser principle""",Australia,AU,8/1/2002,Russia,RU,P.N. Lebedev Physical Institute,USSR (now Russia),48,1916,AUS
1964,Feodor,Lynen,medicine,male,"""for their discoveries concerning the mechanism and regulation of the cholesterol and fatty acid metabolism""",Germany,DE,6/8/1979,Germany,DE,Max-Planck-Institut für Zellchemie,Germany,53,1911,DEU
1964,Charles H.,Townes,physics,male,"""for fundamental work in the field of quantum electronics which has led to the construction of oscillators and amplifiers based on the maser-laser principle""",USA,US,27-01-2015,USA,US,Massachusetts Institute of Technology (MIT),USA,49,1915,USA
1964,Konrad,Bloch,medicine,male,"""for their discoveries concerning the mechanism and regulation of the cholesterol and fatty acid metabolism""",Poland,PL,15-10-2000,USA,US,Harvard University,USA,52,1912,POL
1964,Dorothy Crowfoot,Hodgkin,chemistry,female,"""for her determinations by X-ray techniques of the structures of important biochemical substances""",Egypt,EG,29-07-1994,United Kingdom,GB,University of Oxford Royal Society,United Kingdom,54,1910,EGY
1965,Robert B.,Woodward,chemistry,male,"""for his outstanding achievements in the art of organic synthesis""",USA,US,8/7/1979,USA,US,Harvard University,USA,48,1917,USA
1965,François,Jacob,medicine,male,"""for their discoveries concerning genetic control of enzyme and virus synthesis""",France,FR,19-04-2013,France,FR,Institut Pasteur,France,45,1920,FRA
1965,André,Lwoff,medicine,male,"""for their discoveries concerning genetic control of enzyme and virus synthesis""",France,FR,30-09-1994,France,FR,Institut Pasteur,France,63,1902,FRA
1965,Jacques,Monod,medicine,male,"""for their discoveries concerning genetic control of enzyme and virus synthesis""",France,FR,31-05-1976,France,FR,Institut Pasteur,France,55,1910,FRA
1965,United Nations Children's Fund,,peace,org,"""for its effort to enhance solidarity between nations and reduce the difference between rich and poor states""",,,0000-00-00,,,,,19,1946,NAM
1965,Sin-Itiro,Tomonaga,physics,male,"""for their fundamental work in quantum electrodynamics with deep-ploughing consequences for the physics of elementary particles""",Japan,JP,8/7/1979,Japan,JP,Tokyo University of Education,Japan,59,1906,JPN
1965,Mikhail,Sholokhov,literature,male,"""for the artistic power and integrity with which in his epic of the Don he has given expression to a historic phase in the life of the Russian people""",Russia,RU,21-02-1984,USSR (now Russia),RU,,,60,1905,RUS
1965,Julian,Schwinger,physics,male,"""for their fundamental work in quantum electrodynamics with deep-ploughing consequences for the physics of elementary particles""",USA,US,16-07-1994,USA,US,Harvard University,USA,47,1918,USA
1965,Richard P.,Feynman,physics,male,"""for their fundamental work in quantum electrodynamics with deep-ploughing consequences for the physics of elementary particles""",USA,US,15-02-1988,USA,US,California Institute of Technology (Caltech),USA,47,1918,USA
